"GSM1220074" "GSM1220075" "GSM1220076" "GSM1220083" "GSM1220103" "GSM1220104" "GSM1220105" "GSM1220106" "GSM319718" "GSM319738" "GSM319743" "GSM319745" "GSM319746" "GSM319748" "GSM319809" "GSM319811" "GSM319813"
"PHTF1" 6.27717967562653 5.89765617119654 5.65228415949659 5.12875464436215 7.12654838453898 7.26075647640176 6.42237707171509 6.03156567501117 6.43555845787143 6.76378355796422 6.37715392198858 6.53525235262909 6.5879332940837 6.29174868286314 6.14764236917183 6.4471378314449 6.38661319961824
"PHYH" 8.87360844658326 8.17733435564348 7.72515484174278 7.39236179016249 8.64926386095847 9.18382618798351 7.48739749703721 8.88003814805353 7.21998997719176 7.40776342455365 7.67305103976665 8.46782065768193 8.91103326358504 7.28230674540993 9.0863111066515 8.89694514180389 7.84301071747869
"PI15" 4.33093391000305 4.67245421423545 4.5461312622853 4.36913124965569 5.60419379938811 4.13532146608768 5.76444793199573 4.27530185978887 5.16117004432768 5.55643225443546 5.49428724063864 6.69369999209267 6.04027442252397 6.74871479549225 1.9619122443006 5.26426141620977 5.63470442847517
"PI3" 5.98606986571642 6.53010287452045 6.48653611023089 5.61687745027763 6.66084607464823 5.20507404984005 5.33501690573562 6.05128760675799 7.70333961655735 6.81988856696297 7.25785529966278 6.3161162626369 6.43249663893979 7.46174812403056 6.18969664156128 7.3060552009381 7.04176322716244
"PIAS2" 5.00073074667639 6.2950023124407 5.98998174104736 5.97531093952546 5.8767795788874 7.67503117968643 6.60595775273799 6.7774849643238 5.96869713206161 6.32927609704015 5.89389541870536 6.10465120202775 5.82812763946298 6.43944650619791 7.66999459616652 7.66057016035286 6.06364254580298
"PIAS4" 6.91751324422388 6.60042346864398 7.34728751752354 7.39846190128814 7.22447770848561 6.91751324422388 6.39591878641849 6.96866750548416 7.50755331477131 6.98076406929811 6.63100859554902 7.36557895659252 7.63332769595739 7.03362676530854 6.9681405055021 7.49138001812837 6.57129187560911
"PICALM" 8.91293168686877 9.16485571182645 9.3709705332484 7.88310006518667 8.93575210971349 8.10042944729979 8.44354477752118 8.47816145973542 8.69544093148416 8.90895591851052 8.59926863089947 8.49434652434711 8.71935215025633 8.59934997915525 8.76574589792524 8.49575229385468 8.74737238236206
"PICK1" 7.58098780350331 6.69005331563715 6.57004552570532 7.14232557528717 6.76773729921571 7.34745512176013 6.86664072502184 7.3757563785518 7.077241114501 6.62447236204783 7.13947238025883 7.98793221190352 7.38135867200047 6.37622352451035 6.67335004810547 6.9608733837606 7.20563259522848
"PID1" 5.86301776623374 5.65118028344944 5.83947172588525 7.3500963777387 6.00433736786081 5.36901186343959 5.72177333982999 6.85367424656403 5.83352713756829 5.89930373651244 5.52400663669259 6.52641777838965 3.89312698504058 5.41623150207114 6.29144983858155 5.35223031790422 6.1295600764408
"PIGA" 6.66481843895524 7.3015002212052 8.07712751250084 7.11523014334812 7.42487572842732 7.98307717143062 8.12265204980541 9.17884976237414 7.61649166661396 7.45104939080092 6.84173330356085 6.9325443677094 7.21679222551278 7.48519847421576 7.71579406351579 7.39509248221074 8.89013766137407
"PIGB" 6.14437742308866 7.8843265120633 7.76951108306597 6.56033399716456 7.38347216458195 6.46668555241211 7.56080886463094 7.59210954094741 7.75574571969051 7.53351131835203 6.61794408625187 7.32631452994473 8.07305783215183 7.08556073399951 8.69048651555282 7.44946122390332 7.60902578165295
"PIGC" 7.19797764245516 7.33625005337307 7.64698922016331 8.83853317341394 7.56011268628682 7.07041133634948 6.96884518092351 7.74756154144384 7.22910607932004 7.20989515393286 7.34052802812943 6.82896841110056 7.1748422621842 7.36594617737648 7.18399068753861 7.75140438873226 7.43660502263039
"PIGF" 6.98265434108219 8.13147037444351 7.90355751321595 7.38638878640278 7.07998973476508 8.03190567149642 7.51365268330273 8.09328223813663 7.93245294423454 7.97182639871878 7.80843326520708 7.87681688527583 7.48491080499954 7.85851549908804 7.89860954335407 7.86604692470972 8.25872122279843
"PIGG" 7.10581452562694 7.12078510080182 6.911265840391 8.17028629128315 7.63018848985934 6.95615006215552 7.87014961450281 8.00518708122693 7.41870881695623 7.67407154963835 8.07115287865092 8.12027207933722 8.15359369390817 7.94443187578526 8.1755427532309 7.73810581514521 8.31711474013264
"PIGH" 5.87539845519582 6.51373723620505 7.88025286764853 6.90583606955693 6.55365548380522 7.52339267440363 6.31915376319214 6.37405237469526 7.00715810843808 7.21185942396581 7.27194259341685 7.28415096428274 7.09350679144039 6.76794542977468 7.85150575327275 6.55894373114181 7.1654259064563
"PIGK" 6.91022558113198 7.4721286495284 7.89949878958653 6.4162937487493 7.65204487041541 8.31582346800107 7.01132550143296 7.44964238162092 8.72896136769674 7.6961705811814 7.46204211641235 7.03916689057276 7.77222756685941 7.76868209882569 7.54549538156953 7.99095696600843 8.21054351421135
"PIGL" 6.08764945489982 5.54643898705672 6.33604828094783 5.38879905645559 6.67508502863613 6.44902208400855 6.31345830333644 5.83946046088663 6.17670555096762 6.19621325326451 6.21790484439086 6.21308185541525 6.20344386064673 6.17007654738483 6.18802935941318 6.18431100778378 6.12006123664966
"PIGN" 6.38974644935255 7.24508651398256 6.11031544277528 7.17825324327473 6.68342661660395 6.78598720671669 7.3467998784908 7.67754899866769 7.53757727819779 7.71615376244152 7.25343587453544 6.60976968712149 7.40998580481588 7.3397379180956 7.72641065801693 7.24620785181569 8.24420929692708
"PIGO" 7.51641011478842 8.70780581810487 7.26160879114423 7.70070095936762 6.80077873996679 7.1032908219468 7.36668536510352 7.5045602732566 6.57726556405853 6.99103754526037 7.03038756237657 7.27157395472928 6.37839873435908 7.13092799089515 7.16839091751815 6.86836550200958 6.77441347578306
"PIGP" 7.30852302541637 8.95645149497196 8.67891688144706 8.41952455992004 7.69570947385806 9.12549733982362 9.55821273737998 9.84316024106383 8.81331594057599 8.90217300331496 7.70336737540461 7.81953534998819 10.1358068393659 8.0869744401898 9.04387795030889 9.46980864270626 9.08843044987252
"PIGQ" 7.36176434932235 6.21625001478609 5.8990226488427 7.15750467423406 6.93059677607308 6.19358479996783 7.11211890887317 7.19154530019058 7.06032645331931 6.76768463529246 6.26471671319534 6.16862680845777 6.7455770226454 6.47367927301771 6.73574934256458 6.75796368770665 6.76139024619936
"PIGR" 6.49142350101871 6.79845440652326 7.77771075502679 11.8600597763669 7.60960725678395 6.49142350101871 6.7146808037237 6.82638509033228 8.18335605361561 6.84533995440277 5.67756596462711 5.74319128538964 7.00450320695887 6.80714751366014 6.6259817727491 7.26460343110892 5.31195594703864
"PIGT" 8.65092617249697 8.40536656515635 7.99935783836067 9.58625415037211 8.70759969121344 8.50925183489808 8.44314207502224 8.18818022911033 8.45010964967525 8.99648647540076 7.91267581400331 9.27629496669025 8.81351664695191 9.44397985251888 9.11155162072942 9.13474798266882 8.91405663440023
"PIGV" 7.0167789777653 7.34501381846876 6.9675640724513 6.83635212837502 6.68878930218859 7.6406087237511 7.91992243025869 7.7063179109382 6.84081973654698 7.13462017867665 6.78937677549018 7.04399133289296 6.92226178275559 6.59486283491566 7.19327058233529 7.20869638677921 7.15152658292756
"PIGZ" 6.92939262454675 6.54776993680202 5.75199503782072 8.32999972382541 6.81004821104814 6.40488798572982 6.39298732100153 7.35959649841509 6.63854430495721 7.00689594965521 6.22430790710307 7.05285602900524 6.62048904093862 6.74252865374649 6.98631467117691 6.94802542183626 7.04393063244558
"PIH1D1" 8.59205617059727 8.83816012932407 8.39524696577157 8.67079897212051 8.28703374298937 8.40508570098763 8.21818361322231 8.4444425206468 8.07684057863146 8.13334049035742 8.82685007674139 9.32544708782672 8.61885682837715 8.41376820536271 8.37956714438283 8.171387256644 8.89582420855793
"PIK3C2A" 7.33312483284312 8.14969846722856 8.32509841291721 6.33749673566917 7.21379251994879 7.74656411811409 7.1897054707522 7.77272593841421 7.41932729361371 7.60723971638738 7.61027535932415 6.72371619385465 6.60689241788497 8.22682498140316 7.71426283821001 7.51323084403121 7.56399806327274
"PIK3C2B" 9.45274062614639 7.28966922199122 7.109226840825 8.42059143988026 7.94504680332647 8.35261694175654 7.40253134965885 6.78266264214419 7.72859968609985 6.56218142120162 7.6276963979774 6.7638231253682 7.36412858004527 7.91404062508991 8.18017495176987 8.12760233898609 8.39210945453743
"PIK3C2G" 5.28343037006512 5.03664179578531 5.12916261285847 5.96313100244503 4.82088005269285 5.09831897623284 6.05592633442718 5.09831897623284 3.96545615660348 5.43668368481287 4.01431068498151 5.53514190334353 4.39584609378801 3.8082553461805 4.21492124910804 5.89131324594959 6.04130577658869
"PIK3C3" 6.3363653081793 6.77824488620958 6.92565897427145 7.28211875387979 6.60633430165969 7.02396451332982 7.01167508675366 6.79052727679869 7.00322275184973 7.22385454391796 7.03196644839159 7.08188566332879 7.35350814447655 7.04304571778059 7.14498628849249 7.28143972226992 7.07323344423163
"PIK3CA" 6.98907783838026 6.67643387164254 8.27895618179999 6.4010233015432 6.36422524148038 5.83145469393785 6.18118367439871 6.34753750994167 7.40238561840974 6.73811678917557 6.7622450460932 6.75425343381717 7.27199102509331 6.38572429324849 6.71007892541167 6.51322538150409 6.74900016602241
"PIK3CB" 6.25440652737855 7.61636554870305 7.68019033216671 7.31019086613158 6.30515028095133 6.88977562709761 6.24172319691527 7.92283266998992 7.30508464391226 7.143281316925 7.24628448255828 7.13027983825151 7.11704513037125 7.08358466888973 6.98486418690241 7.05934492284968 7.24291023342796
"PIK3CD" 6.97419243861615 7.73198578630102 7.17769206338557 8.75094528640097 7.16638466355208 7.56225967523141 7.86779112188089 8.54708594522282 8.05937527162949 7.63278508805533 7.66546563607812 7.38160738969887 7.1214259864467 6.84802707154909 7.71243686019467 7.03510465596286 6.95041863869885
"PIK3CG" 6.53846439449062 4.43915299966376 4.87274907148777 5.57566114214952 5.55330901704815 5.017572051727 5.63155061453042 4.98413983568135 4.53519956698706 4.51301210580406 6.83293178658571 4.18764361525563 5.72026599534791 5.60435669552975 5.32025981514971 5.31830434951707 4.61642122271635
"PIK3IP1" 8.61221407827716 6.91831656167294 6.65479858788081 8.07441860032127 8.44810956187541 6.76381152091186 8.22934459678724 7.17295275969408 7.59368773327183 7.39576400459857 7.45079598881337 7.72189660075348 7.8421833689336 6.81960548746536 7.82578033099181 7.83482163376094 7.05634810631262
"PIK3R1" 7.76729376439568 7.20651414387774 8.06845146417644 6.65576827443284 8.28431836246344 7.0069022839466 8.69589923867672 6.66010531580216 7.56565359315374 7.82025086962828 6.99044563958798 7.2645889304693 7.12196693334408 7.30742963100216 7.73850646006195 6.97341104037269 8.06545383558467
"PIK3R2" 7.57347292455421 8.11561647570218 7.53380685010793 8.43299881901428 8.49912250662531 8.56524694726373 8.03627407438419 8.73717383940203 8.86130880163575 8.1242220363383 7.86780425642064 8.34202369070679 8.06503101969278 8.20371483476457 7.46349912010628 8.30974817552859 7.78898241310225
"PIK3R4" 6.98278895267611 7.22665154208943 7.91018067175859 7.19412798419826 6.8852871785297 7.34050368791448 7.71478993165317 8.95329418331414 6.4388594361394 8.1890700007688 8.28877277129345 7.51534452369412 6.94620503787812 8.16711196270381 6.83910930684511 7.52416408389727 6.93705304856089
"PILRA" 7.9776678451987 6.44689599130768 6.0989192336609 6.31669159220235 7.40277957586038 5.68667156631059 6.8466326093851 5.46365018700668 6.22763337475256 6.61823189222421 6.02613693014808 6.12359243278708 6.87039962877747 6.25370040391686 6.29184241164088 6.53798119179241 6.62464325664955
"PIM1" 8.46766790306229 8.09034798246621 8.22289437649285 8.47786866896563 8.70231946300125 6.64532324270463 7.80497230148637 7.07204202302618 7.31068701159051 7.85575850498824 7.45544720448955 7.25413492794264 6.66290035114301 7.04316811344208 7.33401362619903 7.00023298184858 6.47274314286053
"PIM2" 7.57501419609394 7.1244339654812 6.8493034422405 7.23286972619947 8.66926526898973 7.59170945153823 7.21618560901698 5.93416005727589 7.79573393578085 6.67050144014282 7.3632996471587 7.48974514069016 7.30169377540585 6.13537146645372 6.53287836469586 6.70831284819249 6.76114828080166
"PIN1" 6.94091400582231 8.36640329764082 8.68530466797862 8.00999988133974 7.87869798990197 8.00999988133974 7.16596679484307 7.85994079273249 7.70355588091152 8.17717400037727 8.1410511229963 8.09073621648387 8.16788616437648 7.90626729123514 7.97057573672031 8.22373345866395 8.46705339019737
"PIN4" 7.86768810069423 7.88451293757513 7.76675663119281 7.64904253389057 8.28854296625332 7.78357642368291 8.20433466303905 7.78357642368291 8.02045294474656 7.21828078893336 6.32785241372778 7.68444340513146 8.4533097181513 7.56933106210831 8.23746124337613 7.98954624438255 8.23659826931609
"PINK1" 7.80357882180521 7.01086684316416 7.18907657701585 8.48833478321303 8.37912447774235 8.17067667465653 8.33941546540977 8.75645591287911 8.63279657963881 7.57787567027394 8.08671309677445 7.14627257942629 8.18594976103892 7.49920613994594 7.85086750494581 8.30455807761582 7.80594041630519
"PIP" 6.92372023911431 6.33380991473071 6.7925322581279 6.66139834930285 6.33380991473071 6.49755925263466 6.23560466529129 6.49755925263466 5.55748450570123 6.54213270867802 5.93164497286174 6.30922125377823 7.13676790593114 5.32074280373228 5.73322884289736 6.16793017495803 6.52066465347533
"PIP5K1B" 5.89515103293092 6.32670208158942 5.88598263868883 6.26015168614476 5.78412834777649 6.02157890523746 5.71083369823458 6.74151349844522 6.41351774839411 5.97797900192472 6.43013398518959 6.19921493193357 6.57999448942699 6.14443247844832 5.99724495036086 6.21225649662875 6.1361484566035
"PIP5K1C" 7.92280564836286 8.02416188130903 7.7302684369963 8.25732966364124 8.94701067307459 6.93044001142271 7.59856541204097 7.91267078351139 7.93076565857475 7.87956392080996 7.97404252686554 7.23609587906968 5.84536614158482 7.85926982409731 7.71418650461364 7.86065989329423 7.72075805402007
"PIPOX" 8.2856604830286 6.35735123361859 6.35735123361859 5.54291439463491 6.50304569554122 5.77534482993756 5.92072544709487 5.92072544709487 6.07992208228087 6.52903682194718 6.38663959387895 5.99627127883762 8.1697934807264 4.6539098305652 5.60915419821024 6.42219320743858 5.84160368149553
"PIR" 5.7345873041658 6.29683780510281 6.39845893672112 1.22671374175039 6.65687515672058 7.81717642467687 7.40221101438817 7.97116123330119 8.54839685741127 5.68262272720744 8.17013987810409 8.03951548778849 7.46811354428602 9.39253476500497 6.42942358756338 5.45619706294165 8.98017056488553
"PITPNA" 7.20859527514992 8.2590327517896 7.42109848349129 7.71351113478131 7.44767132404011 7.99284073275655 7.48753453097245 9.05837342943161 8.33489754671174 8.16336066345309 8.24785568646592 8.13522167970483 7.97726768858589 8.03612649156355 8.33377384936967 7.78877317037379 8.00081108667252
"PITPNB" 8.56616301611457 8.17834726608144 7.7578203415268 8.654861063007 8.66594960413414 9.19849515561791 8.67703842417657 8.654861063007 8.46860435987931 8.99580259549814 8.92812314898477 8.924267550354 8.77585478130817 9.17372892573142 9.34115747807981 9.20803314316882 9.23567366646794
"PITPNC1" 6.61654499453094 8.02404396181884 8.34070150759403 7.27173285730024 7.41968585124729 5.91811179894995 7.01819576111874 7.6505843765525 6.99273358492496 6.23505906697502 7.17671862766943 6.01057547131556 6.68726706770795 6.15199095004257 6.377974419311 6.08863147547101 6.36712214618681
"PITPNM1" 7.02461210277734 7.424721848286 6.44718325945405 7.53590394726246 7.49142919329062 7.43583933200781 6.20311833185485 6.98017126135485 6.9372857960006 7.1877557261292 7.52841795079969 6.58979510319 6.60388765747705 6.47736406280772 6.79681793189325 7.00674624326899 6.42976362298247
"PITRM1" 7.9700381810951 8.20552949582691 7.14202151094779 8.02654777948647 8.05480462116623 8.03596657798284 7.64051919362279 8.42225474964947 7.91490989644192 8.30952816181616 7.97795962285168 8.21338550424924 8.08192402620749 8.38440473018377 8.76957226930022 8.78937265210111 7.80867937509175
"PITX1" 5.68090751431071 5.65412623332499 5.57382043052493 5.53368945843389 5.78809381552415 6.85089938777077 5.61396611946464 5.69430048485898 7.05018187923232 6.62164568791412 7.24384903760661 6.42302926355228 6.79734589340928 7.31557191442534 7.29292024134304 6.64517648699519 7.67622913767096
"PITX2" 5.27872368786568 6.41909100611439 6.89082782297308 3.91340615034425 4.10183696146452 4.51071689846963 5.90958034180739 6.52285346993574 5.26656657740389 5.85824444331296 6.03231027217282 4.52436257202579 4.7138284358502 6.20790620865267 4.5300777772738 2.91842766688125 6.11052444580236
"PIWIL2" 5.41228781867176 5.55660678270146 5.09317578942368 5.0504739399832 5.08669502473075 5.21657555729243 5.12925694916124 4.8883711908945 5.16671925172134 5.20804804115481 5.60007569245306 5.61319352391778 5.89818515744614 5.16662432714989 5.45953973668889 5.17271311637191 5.53532359500277
"PJA1" 6.65158765039648 7.1856209434605 6.79255837431662 8.05068661805478 6.87063653587286 7.1046171388922 7.61463140404296 7.93862457757108 7.83514613886677 8.10012969533131 5.91522428599804 7.81581976541245 8.21399598216867 8.23772559962199 7.8766033093346 7.5947836087525 8.22109982753889
"PJA2" 8.89162924748907 9.13528895425008 10.0073932190995 7.89145276331778 8.8018621199431 7.6222144284123 9.48155575558426 8.2376441200173 9.47489123234077 8.71569586992398 9.02342746680072 8.62310041928391 9.40430793541634 9.3217625838812 9.04830997717115 8.07671962327694 9.17775028959718
"PKD2" 6.81290664093021 7.48385359311388 8.35023803418692 6.43384010224798 7.49231575684609 7.17399843932282 8.57635596790712 8.90184012731291 8.38063173453981 7.72771341736061 7.3477137863465 7.3153903740356 7.24639760814591 7.87650678055818 8.05736920901641 8.33883739790969 8.0579969213808
"PKD2L1" 6.7142685181982 5.61124214798583 5.61124214798583 6.61982909070191 6.10798796646128 5.91981886155552 5.83925065977412 5.70507827638294 6.45553306906384 6.45420974787894 6.0768614264812 4.69489936812003 6.34978964783891 6.26909272708448 5.58868970010936 6.69375142809285 6.12488774291609
"PKIA" 5.72684098646405 4.84540411743782 5.52533870660751 5.442672663459 8.19077176615157 4.66787256534726 4.79737679501249 4.99705580245643 5.34571958467093 5.38533600365346 4.57458805651841 5.55645765784519 5.09277925546326 5.38996181520704 5.64502741418965 7.18168975169339 6.5289892341409
"PKIG" 6.23065336516946 6.89500952746843 7.51913876600628 7.2689560880196 6.56964330877078 7.51014862376542 7.67074258452747 7.76531480479415 8.42955837145452 7.75946619186267 6.57744171024056 7.51122543964321 7.57744849803351 7.3147043133344 8.20287780579688 6.96480169961247 8.18194023662968
"PKLR" 4.691552613949 5.038001416082 4.74230032405258 6.55910819884536 4.60219864841889 5.90746424149151 4.62208530501206 4.94458249343625 5.94046545298102 5.96064790651122 5.42874269948474 5.38558205012039 3.8825550005055 6.05536036570084 6.82998538617001 3.80764432774483 5.34188494345158
"PKN1" 8.38530802336676 6.644521842079 6.37131611185081 7.57226994342452 7.78324325836966 7.91068697044582 6.62142992027507 6.64832956765576 6.94441295272774 7.29013115380616 7.9397805355077 7.75769089301569 7.70384316279734 7.3926392656257 7.39784268907819 7.06808967113163 7.71400326506126
"PKN2" 8.28554805689855 6.61685775654715 8.4360701175922 8.603366299676 7.06658438435174 8.06820739915681 8.4193433094165 8.13507094441052 7.58102880231732 7.97242844602885 7.6763928887972 7.39863548611828 7.72579452426511 7.15309334936373 8.28986171234916 7.57455299470471 7.55297152803385
"PKNOX1" 6.29244155171847 6.2910325745523 6.23040549716559 6.59973243494924 5.81136117172758 6.59961858297699 6.89653298362634 7.01720463715169 6.19477072240679 6.0398751750433 6.14456036491524 6.6925426396417 7.19467533415273 6.5074191782406 6.75211266626664 6.55403233915225 5.80752202936866
"PKNOX2" 4.63263063953086 4.98621329151901 4.92717794400501 6.73706215403829 5.51888460318804 5.11030085313887 5.97592594094515 6.92154852441243 4.8080794517599 4.73669446429135 4.77814502650803 5.51951889411201 5.75856459980563 5.00707062550617 5.16658567561566 5.51456877286096 4.72486270093253
"PKP1" 6.41398933603083 5.59650068507253 5.40961201749044 11.2182608137458 5.876271003007 6.34398494600427 5.40948100109856 6.06328405717543 5.97007742688024 6.61616697333645 6.75184469843343 6.40711845153929 6.71041114286866 6.46714564699044 6.83120086278204 3.86417703327617 6.62575218468827
"PKP2" 6.10649326784085 5.76344051675221 5.93490484512222 6.0492836442502 5.96349443205633 5.73487554748392 5.99208744315908 6.99483159554011 6.54381371472073 6.72158422929464 6.39630072182415 6.40129691834703 6.62993845879916 7.48968732964283 6.79143638964381 6.51504329256604 7.25768096622027
"PKP3" 7.72228195389719 7.57715045451111 7.40347704980453 6.87149617466868 7.17907109517232 8.0907974399141 7.15524975767044 7.5647261221892 6.98642161387688 7.10846967137012 7.1829492769258 6.98352928209563 6.82404696186377 7.11739740827057 6.80123777485337 7.11677254874278 7.23068936822437
"PKP4" 7.2784907442057 8.23504097054896 7.26198636081152 7.26166372236193 7.9958174999432 7.86568639148884 7.97947025090231 9.03623298119283 7.88687173173398 7.9052279724867 7.90434169203351 7.87688943733637 7.83516819059976 7.8815362053267 7.88451905263572 7.89813943241525 7.90967848277915
"PLA1A" 4.80457016248941 5.42459534735316 5.92875515307886 6.23179512711881 6.29124846319681 5.1052151296379 5.53716271000671 8.21436952636109 7.51622732981163 7.16635929720279 7.06476325096055 6.34530002937909 8.0485566688388 7.27513280853411 8.04713387474544 7.13867864903236 6.32840853784992
"PLA2G12A" 6.63461956117323 6.26387838674179 6.956321654563 6.73356759544568 6.51098297202657 7.03060891237185 7.32792801268649 6.56043104488556 6.51551992837084 6.03842233013935 5.83292967604185 6.94959013015659 6.96714509002027 6.92136199126152 6.47959301695199 6.46678293925726 7.66487147099167
"PLA2G2A" 6.43196160046053 6.03215499308962 6.46276162310804 6.33959892968906 13.1661749603321 6.2780558306917 6.24729414693643 6.20116420397667 7.69613701469729 4.12052768321339 6.52667172736473 4.78866581210933 9.29549478337246 9.81670995010207 7.56272458823122 6.8900698777185 5.64062840468469
"PLA2G2D" 7.27537264054323 5.41654482918295 5.33669622915782 4.69850277718827 5.54627180444001 4.79819663669492 5.52632732522904 4.03202008075145 8.37787359391337 5.84116909186814 6.28710118725837 5.54560248271431 5.61318715560747 5.78648175569523 5.40922998043574 5.26824923433018 5.42206868695599
"PLA2G4C" 7.03072018889669 8.13034010256754 7.16932886730943 5.61740760908275 7.31786951868431 7.0505195891646 6.47663062075173 8.17990036137148 7.95065498470708 5.87358049707905 7.35828339633153 8.16987818310635 7.65096937504429 6.37371737074402 6.58030973718508 7.31777119971607 6.42930055018177
"PLA2G6" 6.79848422444805 6.12830199907504 6.03587961915209 6.21630164296032 6.4525779567523 6.51630788760652 6.46472411460663 6.45888446015751 6.44600867164452 6.70839348358757 6.68961805365229 6.0997196641392 6.35486529979702 6.7636863736352 6.82393177938068 6.11953256392723 6.33608860284887
"PLA2G7" 6.97270064047047 7.100233482845 6.79423991863339 7.11298940190732 6.53948691429039 6.38675480539469 6.45038159252148 5.33357982380667 7.79435125325355 4.66896614207221 7.00988150557491 6.92940607366882 7.04066331783985 5.59345890679537 6.72805519814947 4.4214143362029 5.20210842107053
"PLAA" 7.80936925771224 6.24494420072581 7.26054426655127 6.77311934426772 7.02545087547708 6.64239990682864 7.11039837848896 6.64546663526246 6.70167995833055 6.645064578047 6.59961406315612 6.55633187251733 6.46111467471647 6.56349716946761 6.88941179866288 6.5083310693998 6.29647833276594
"PLAC8" 7.96965342988982 6.24217789454963 6.32880466094363 6.92572861190769 8.11972118702381 6.22880530711116 7.05041918969327 5.99795836876268 6.95391498567229 5.67630016676928 6.62804847853923 7.08940442076216 7.64060317600047 5.3548171442176 6.82626370806891 5.62693632667322 6.08478714217013
"PLAG1" 4.47911779336532 5.82348265053635 5.99552759490262 5.30645727483793 5.58965374541291 4.37143328443424 4.50120628614678 6.01139224639935 5.94493263661217 6.87251368600576 6.40712768107882 6.04705159573281 5.18841760545424 5.95672195077429 6.11481877525687 4.86399498573954 5.64928129566746
"PLAGL1" 7.07868157640631 6.63468924898084 6.28022581640247 6.32183831791518 6.36007561754457 6.6357010262094 6.66156835119456 6.52840973647956 6.26704224300281 5.68668724007232 5.93664978573518 5.99159774240497 6.01820031682658 5.80848343298013 6.35242978888066 5.61025450560322 6.13596173648919
"PLAGL2" 6.68556690527219 7.56711612808964 6.83238836248764 8.1113495359914 6.43608330111841 6.30406622509992 6.78833703968826 7.3025060929016 7.19410593386199 7.2632191825851 7.49068620141613 7.00330210943687 6.66226846574973 7.26601978555319 7.2914677870977 7.11337956425805 7.02486544281255
"PLAT" 6.46888384069314 6.53348757813813 6.39351847321379 8.86108824338067 10.1118239570178 9.00124342046313 8.73171823196412 5.28550534805991 8.24750134196264 7.61916391673869 7.62146349743491 7.52881352996622 7.65252479823495 10.2948437273851 8.6802402560702 8.91620164889441 9.703908497222
"PLAU" 8.38296433778687 7.26611615692319 7.01209678838521 7.96255017337406 9.99963367807849 7.82983510469717 7.60870249386608 6.60380424612201 7.18080875231765 6.16555782927775 5.55794216789229 7.056830122999 6.81217003451468 6.46107314178092 7.8705663617625 6.66658136166771 7.46649378363015
"PLAUR" 8.7454466710262 7.98832588476598 8.13505475625439 7.44412467381651 9.88225893468392 8.03526880338812 6.28936886213874 6.06186714069803 6.96901843692508 6.97984323167368 7.08626284421823 7.54898302785663 6.67105356354313 7.65806227715565 7.73984603174677 7.61292328014042 6.95987641672979
"PLCB1" 8.59543556667375 6.32601312814988 6.34392693373383 5.91019721491944 6.64753582221363 6.15185259699902 9.21175489162329 6.11168719514314 8.70380114666048 8.00353043551445 7.68928418549718 6.54364522003338 8.0940300063435 5.99230102306184 7.93303749322587 8.64655757674526 8.20856980318837
"PLCB2" 7.63671050551552 6.19570302529221 5.86069018310095 6.35919303110284 7.31683902466519 6.23871074461072 6.5486870279812 6.97134001776219 6.67839216494495 6.66169292414239 6.68245431127018 6.67215671974979 6.66787210446312 6.66982070071429 6.6629970259264 6.66144473606117 6.68122470573315
"PLCB4" 5.94237932786186 5.931918874318 5.65529851933223 6.28396204765229 5.65884689286322 5.32868931479077 5.88156075245052 5.76959741287497 6.77828260356819 6.83765020134858 6.68431915356262 6.54954008741622 6.72176114401337 6.61321034407232 6.55179723715373 6.77867301539582 6.63913750822731
"PLCD1" 6.48740279643607 7.02811684412928 6.55941748181407 7.05217806034342 7.28086704359948 7.05217806034342 7.41334855254603 7.89553558795287 7.50103633718721 7.02507486619365 7.10044827537113 7.47691550587424 7.19734674327131 7.24706957052557 6.78706702264462 8.03305176579496 6.88584398433772
"PLCE1" 6.51878047388704 4.9621811948013 5.23276182978034 5.16151862652002 7.14934452991425 4.91949495132492 5.33254504320775 4.36562944836031 6.30040770445513 6.43054830001846 5.71954540539857 5.67064631111023 6.78225915709626 5.76803929079934 5.58820623511165 5.94081839447116 5.85470800737519
"PLCG1" 6.04443081305594 7.83614060915086 7.97705435978217 8.61390057278623 7.52887690070694 7.61626025249506 7.80715113747468 6.68726083622039 7.6142700295023 7.6282743598467 7.18572062737256 7.57476355374486 7.02045983360034 7.50555251697496 8.02784270880798 7.47012860719158 7.77699186653615
"PLCG2" 7.75797355506506 6.00991557204393 5.86273253706826 6.63341284736145 8.11049847368889 7.58745108810364 7.04207419610538 7.86030482437752 7.70531329436155 5.94404117420121 8.17865583779996 5.95194140043258 6.55021255488309 6.16697796981092 6.91907723789492 6.95728598363021 6.62777155625014
"PLCH2" 6.12804788958517 5.73495452592358 5.61545033771324 5.42779544601251 6.91593220827763 5.47895682809795 5.97415272521118 5.1892230735356 6.02570838074871 6.25180781702988 5.36302391181516 5.11270086407272 5.1146120163735 4.71331603845566 5.64798840294026 5.50658401645637 5.95088132684111
"PLCL1" 3.99488091276335 5.07602177577433 5.59964089729394 5.53453231675915 3.95498978450271 4.26923535714833 7.15505537349643 4.05753256511331 5.29613680807471 5.80307981879093 4.59136554246482 5.28747926419932 5.22987279102433 4.40550948174438 5.24355228764844 4.93967527735418 5.05764583000762
