"GSM1220074" "GSM1220075" "GSM1220076" "GSM1220083" "GSM1220103" "GSM1220104" "GSM1220105" "GSM1220106" "GSM319718" "GSM319738" "GSM319743" "GSM319745" "GSM319746" "GSM319748" "GSM319809" "GSM319811" "GSM319813"
"EI24" 7.31353631762225 9.24779727993912 9.05056611529322 9.06795747486972 9.0841788153671 8.37313426534969 8.8216826827757 9.94731551772955 9.56696236745984 9.45700564249802 9.1519860679206 9.19577492852269 9.13461145989681 9.40493808392548 8.79086412669201 8.84538221817545 8.77238877202271
"EID1" 7.78049190622069 8.19815994729263 8.57816175854577 7.21160973009409 8.19815994729263 7.09793827812764 9.60533065532596 8.95841444331782 9.18006991638417 8.25755432835869 5.96942012963144 8.54866534636936 9.12390576400966 8.17921036628465 9.0479218977587 9.04574069344309 8.45673211999434
"EIF1" 10.3984077780523 11.2093914573476 11.3801314751826 11.0813377878474 10.9390573840502 10.0711869421342 11.1097940547269 11.7073883517948 10.4877750251403 10.6680424772513 10.4748740843559 10.3842799300224 10.9816935768242 10.3894090121656 10.7010718626261 10.5687047707885 10.404359967705
"EIF1AX" 7.77028670568424 7.64359095362661 8.64543351314438 8.5238038606218 7.65328009267492 9.1402558551677 8.61238588957326 8.21773042066383 8.31816909607693 8.84748618985209 8.64412354975639 8.43182783625913 9.15631692955056 8.81713638459052 8.60988039639188 9.27243279949075 8.70605531943342
"EIF1AY" 7.05455798148568 7.12210307202183 7.61698355848398 6.87976158477885 5.91081330254287 3.69904347047617 7.4288470782069 3.80414922601151 4.28647698566588 4.43332087597802 3.71749702906697 6.11234012690054 3.76799139723116 6.78046325224363 5.66182250974476 6.4637008683407 4.08792377638775
"EIF1B" 8.3187200647889 9.3306745215785 9.54820084257936 9.22191959509924 8.56118059384466 8.26020436880236 9.23865073346553 9.91636375194456 9.61231939063797 9.3408167504145 9.43828820565717 9.25244367887239 9.82151595686646 9.54392826535574 9.51635357753012 9.42279840080056 9.3393646493823
"EIF2AK1" 9.34884527422106 9.81841576079882 9.6656997825138 9.52599227954217 9.54904145006659 9.3014011123936 9.77176346872093 8.89150315871688 9.22079251667482 9.21903489063911 9.43370690261607 9.28143697728571 9.12378278577628 9.28691893192242 9.2715710752434 9.27596869830296 9.43532559809556
"EIF2AK2" 9.9182206996661 7.83948123072386 9.00937466733298 7.62797748601118 9.4948981636105 9.0591689405866 8.72307297821281 7.55333597956394 10.812834699546 8.43768959925996 8.70988227337341 8.30220469132302 7.56062195046939 7.80531466065105 8.84411176472776 9.06383540655434 8.92530346889172
"EIF2AK3" 7.45887728583462 7.9631853854183 8.91217430961834 8.1467233859351 7.93260310741225 7.47414931573824 7.50469538929465 7.10781711747403 7.88649852461252 6.84442368447125 7.51881441017445 6.88529381715996 7.89337368020676 8.57276369033806 7.67526151003349 7.67901340484055 8.21885836742939
"EIF2B1" 8.83705299857777 8.37032877389822 8.18615326325983 8.23526316516898 7.85473623892457 7.74429565743891 7.7320255474936 8.59138447476586 8.00839743114162 8.27668893942337 8.18083586719561 9.12490844092866 8.37880399508679 8.80310183031787 8.31852163028051 7.86014630767251 8.27618097793836
"EIF2B2" 7.64583637502117 8.16328325433247 9.17958287418045 8.8055957497839 7.42553141032009 8.36457579612058 7.57878059099961 8.35498976404907 8.2196333771404 8.33419685535268 7.99006047540036 9.11246460654444 8.82727313786757 8.27612990879326 8.68183112527299 7.97201352628386 8.15840830461973
"EIF2B3" 7.61930402009129 7.46874359572567 7.45505777553394 7.20875853340267 7.26348398264648 8.89317942869842 6.9488782148193 7.82465924388109 7.69538887979129 7.45471732858405 7.99030465699111 7.90310772843063 7.60033401737905 7.69020998329677 7.7571575027431 7.69832157317774 8.16203290665579
"EIF2B4" 7.79145880184918 8.24984342673517 8.27489309730748 8.7936711642178 8.21877541875172 9.44963301116723 8.11845498096113 7.60727601270147 8.2540631852064 8.40329029543563 8.42872581402423 9.03082324548832 7.20829916700877 8.31016509801171 7.2363920898375 7.81168480520797 7.80761900266293
"EIF2B5" 8.22182833882993 7.78001804804009 6.92949890884531 7.64913425818545 7.97636408863182 6.86409903112476 7.45283048621571 7.92727537693164 8.06069424227267 8.02396886212296 7.94371519186097 8.46737600036047 7.76409315425048 7.74609394919264 7.97010389816638 8.09223940735864 8.428203091073
"EIF2S1" 8.93212095073338 8.31355669524559 8.355718422088 7.3164620048701 8.72120311989125 8.83368747773251 8.31355669524559 7.59717299163982 8.4719397879404 8.28862756761257 9.11810563448717 8.83159704886751 8.87773123418457 8.17090017344008 8.76408681439797 8.30665424255576 8.47897887190044
"EIF2S2" 7.90320887114804 8.3360274604369 7.67350586847737 8.45784760484297 8.06545340305617 7.28210306416775 8.63387154427642 8.25483466285974 8.2369622277229 7.16801828727472 7.9720583465622 8.71884051855523 8.80005417622033 8.69637936614579 7.47253529834173 8.62260169742461 7.36155873657524
"EIF2S3" 8.26314486363301 8.65823535618669 8.93178459340494 8.43029290958231 7.73137345817456 9.11416074790127 9.1749544417032 10.0717419869676 8.27271744817458 10.1673464285131 8.00039849653361 9.32179807446937 8.25312176432135 8.7712861447915 8.58739794304253 8.4756247112494 8.06683424348499
"EIF4A2" 10.2614269880164 10.8144420766784 11.1289123002623 9.90361024368322 10.6843185235285 11.0421612427453 10.998785893672 11.5301414759884 10.9669438923802 10.8240861538205 10.7457638184429 10.1992684250542 11.3930496636893 10.65664010124 10.3902859248443 11.0124851695167 9.31975282088185
"EIF4A3" 9.09655549036025 10.1645268871459 10.0104755105994 9.84615932728149 9.59969667516155 8.93228353698646 9.42512858948649 9.11709021649406 9.45738465754236 9.50740921243247 10.6426186549986 9.71794841142735 9.26096782600958 9.76219429836407 9.60961379235491 9.77796014561784 10.266972343047
"EIF4B" 9.05449990394893 10.2181109940592 10.139878090629 9.60205038156981 8.70254484463079 9.06427695884891 10.50171113472 10.7462004186205 9.12613655467429 10.1281802014699 9.55696206130755 10.30079310851 10.0131471279952 9.66174113959785 10.3306329369106 9.96145868540599 9.31541293857548
"EIF4E" 7.79717821958551 6.92649802934412 8.42598220734553 7.40733725049817 7.15929127410279 7.71041921417782 6.64759874011114 6.66811561220111 7.55532944510649 7.46375777408464 7.50087411327887 7.5014428914672 7.92358787047942 7.92379590362384 7.67677502352706 7.6148835712884 8.05841237740375
"EIF4E2" 8.42327324309074 8.06158372977614 8.28415409604717 8.24242019455224 8.91025703516828 8.43718566214848 7.74168780657907 8.14504455657772 8.60312114026635 8.35194093171294 8.77767459411447 8.74952475073733 8.29096245384863 8.70125343568104 8.67267507637719 7.99764136336852 9.35394974278548
"EIF4EBP1" 7.35974602656294 7.45956644713556 7.28490320022582 7.95912402757293 7.78419905478101 9.06013538193377 6.21484353700731 7.42212987293274 7.53278060514283 7.32382003265679 8.24685229629013 8.56313470914888 6.74373581458702 7.96284297457287 8.16051938366787 8.09872836797851 7.87971273178635
"EIF4EBP2" 8.05322615649173 8.2371209946587 7.33122743360174 8.61816240610252 7.47556242415516 7.09512528070617 8.14516861571899 9.03877547316157 7.23101387895637 7.42780749964462 7.62157708682637 7.5977331499772 7.53327012459507 7.77105132243319 7.5438054302166 7.91738804711503 7.52295050001158
"EIF4ENIF1" 7.02462552899079 7.01214795509866 6.43864702811113 8.53661837885664 7.22431749710781 7.64894595465971 7.48654631992152 7.48654631992152 7.66278479154886 8.11683805269972 8.2227150349639 7.50820768415986 7.57807010971082 7.7463028517996 8.06185957688745 7.74282001794844 8.07537075045591
"EIF4G1" 9.20331413770829 8.92634107946567 8.60206840897721 9.26604685878229 9.2343660090593 7.48046871171264 8.2719818186827 8.82068212677557 9.00315673804937 9.01961495525467 8.95077379975934 8.36313589495018 8.22078087111826 9.27014142258264 9.14525732699382 9.26590647346636 9.58976967070768
"EIF4G2" 9.89492543679339 10.2232579671417 10.4760090398526 9.50761881465903 10.5648612076592 10.230851498812 9.43119907598516 10.1324461825796 9.68432644366775 10.1369007687174 9.67345731487161 9.59821740426069 9.78168422797519 10.2936425316045 10.0616040684035 10.0993898217735 9.6355651259187
"EIF4G3" 8.01864532778514 7.05202220145119 6.78693298402562 7.46884460682262 8.16088485976792 8.30314097881036 7.81954133854525 7.20356167348086 8.18238328710847 7.24972054656195 7.66197735793469 7.72942461757244 6.92517525450949 8.3157614034112 7.93782648348209 7.88963263427218 7.98471944393496
"EIF5" 8.27215331388651 8.76692670305837 10.2504615184782 9.31004172197122 8.23493875917798 8.75450536404097 8.19607758278215 8.55828549365489 9.37435178900231 8.96339785967218 9.26545662306547 9.01049504240065 9.83904732084545 8.9813172629652 9.27327408363651 8.7627112202556 8.78385118087605
"EIF5A2" 5.25794335858023 5.71042167756632 6.07622952096884 5.75656237697757 6.47807787374406 4.72304021712107 4.72556957486145 4.88592480808204 5.67304539309609 5.80356749221714 4.19311503943953 5.82032844521113 6.36509151561203 4.91799675159563 6.36151369102144 6.20388025743432 4.09153303656404
"EIF5B" 6.83460952777792 8.34381205887452 7.53088303736276 6.81803881178883 7.6138081125334 8.85836986578981 7.96216358049548 7.4811312867061 7.13083197468126 7.98281488996595 7.3420534813891 8.10759688454476 7.0790616228767 7.99908956705834 7.45467242007433 7.29953593336888 7.54549019734556
"ELAC1" 4.59681211292146 5.03935423227055 5.07787741932371 5.27058481925925 5.09714134630768 4.75063693039987 6.17810238904425 5.90749788853668 5.30347849808407 4.93862450848158 5.01278374096515 5.85008947308168 4.92278709710606 5.59803495114024 5.47755296723825 5.5138019993616 6.34545482848411
"ELAC2" 7.61270348894506 7.26118909515952 7.17111500427091 7.93744115977967 7.14409794816344 7.18012123144891 6.9730495785793 7.62172088356434 7.91897545303038 7.5298723569402 6.88109798842795 7.76234652172808 6.96517849337017 7.48088461448113 7.31829446290472 8.10649076411449 7.23153100779073
"ELAVL1" 6.62526460821372 7.9547382130517 7.85786193466248 7.59157655807291 7.4222273144525 6.54090304458027 7.94262744455577 7.31340774490826 7.7593073786726 7.56224096460004 7.81389449878694 7.45301578607091 7.05208382134137 7.51631040727011 7.62557388207744 7.49322446944651 7.72454201053082
"ELAVL2" 4.98167236296515 5.07770019109453 5.68658426285844 4.94967021497888 4.59788985210362 5.59036679044557 4.62985099802752 5.3980174925725 4.21653223686858 5.03625521329985 4.7543584000999 4.30579659315312 5.7046145177721 3.94246773411863 3.36353335986217 5.41438100169821 3.77110496678154
"ELAVL4" 4.53441475188381 4.96495115359081 4.37317147306139 4.91109194447386 5.28834398143492 5.07270411877224 4.45377833238021 4.85724445820973 5.00054922940693 5.09895704629233 5.53158954666706 5.84075549187241 5.65211972511077 4.20394174119434 4.23507233860273 3.98902289016965 4.24903571973207
"ELF1" 7.99587043802324 8.88025352864504 8.6148972742748 7.64224944481252 8.53908706775609 7.52860591759505 8.86761683478407 7.69276103535555 8.83877155940897 8.96405896205329 8.28320718373406 8.00771977385982 8.24563564516282 8.69287045193022 8.68312994653931 7.88987059718386 8.72250345915234
"ELF2" 6.82546749890937 6.47329333437414 6.90872020748119 6.53275161957046 7.12268777980171 6.77531966393069 8.09816012433456 7.06580574242462 7.1804341936696 7.14479617647305 7.25905663307168 7.17873163103819 7.21554130183589 7.20149660123228 7.19614193885776 7.16829268739817 7.24328753661943
"ELF3" 7.06975124855245 7.62770096195284 8.23773748435789 11.841060060895 8.2631834312183 8.03424697268683 7.85630929710907 7.42466169108699 7.54044953889177 7.2661006192556 7.58309217665752 7.58243177434687 7.67086137287634 6.8461088725928 7.59175328657558 7.08997291251974 7.43673491141432
"ELF4" 7.95448012765795 7.52803622833493 6.66497832540158 7.91989092169523 8.46200202872395 6.89490953947248 6.97542697242655 6.71094975948066 7.16055903834972 7.33941534695157 7.16107988035211 7.26540256129943 7.32477238981228 7.50322437885194 7.2534911863488 6.66019985285455 7.19343449206073
"ELF5" 5.98219039437313 6.64938987050013 6.03524215796446 5.66495621622388 7.00444329602754 5.9576541777236 6.36984677486467 6.2315442482335 5.87441939836573 6.91639674927761 7.25243172192394 6.24102683561035 7.82944151782603 6.40595134295613 6.89424927447501 6.48495252615416 6.98914413314252
"ELK1" 7.64443073538335 7.24735716953184 6.82302802491888 8.19227038145743 7.84985200476182 7.94572321628732 7.79507066976881 7.17890727291791 7.1415107272904 7.85167173282233 7.95269614452331 7.93010261034795 6.89803980283334 7.22250455839556 7.20109283750664 7.79568430022276 7.44668835579556
"ELK4" 5.98077717673065 6.14539689413718 6.41636243415487 5.6831354044133 6.37482151644212 6.85885037569256 5.25231652824783 6.2034716351942 6.03028109306543 6.48457125894887 5.67407590806541 7.37579615870511 5.97432359847063 5.29979385690405 5.80779211613511 6.58380686119795 6.39977685959537
"ELL" 5.96099032635491 7.0342643942411 6.61121958621847 6.51363469318242 6.90406778901325 6.44858732693519 6.61121958621847 6.75762674943257 6.65269081595766 5.83151171396334 5.68319479887576 6.83867683971571 5.75417784820534 6.092135605848 6.2452841118668 6.85321105631029 6.08095439001506
"ELL2" 7.46596170634576 5.94378634998466 6.836295865106 5.91079374983375 7.96377234104545 7.06814689343789 7.11785011087206 7.28357748704864 6.49511231479171 7.67929996244381 6.6634557414856 6.75806574185645 6.1661942764617 6.55450465763345 8.1923485324835 6.94188860146442 6.86946199185089
"ELMO1" 6.86917938891917 5.66566983176018 5.30038110782804 6.12417740601269 6.94453757869414 5.67028490932012 6.72706385198688 5.40323452020929 6.5135764056526 5.62936746352433 6.2717750502743 6.15272119019676 6.61932804577102 3.94069679608993 5.59554380977793 6.50613023721755 5.46093559844452
"ELMO2" 7.20168302538158 7.15014937644564 6.87761280720323 8.26799072090888 7.44873880062219 7.55235975700927 7.8626667003048 7.41085651566924 7.63025354014575 7.86679030521942 7.77401732024939 7.76640198129946 7.27462543804317 7.7996157861764 7.80231723835325 7.44051382709062 7.89865090842537
"ELMO3" 7.25866805670533 7.37376095845193 6.77569961954196 7.81143200427051 6.82166562833808 6.36232613225848 6.17880193687796 6.70676351397345 6.38055946681823 5.95885188798884 6.30548145201795 5.93855986520795 5.86616108917692 5.95740268152733 5.92542890146747 5.73265395473086 5.62805350836212
"ELN" 5.59068524728425 6.01742932580438 6.33872110218215 8.34691920946943 5.87429810965252 6.27447910178678 6.23448361449226 6.14557146460559 6.5094329319063 6.49607236047289 6.33317986571732 7.03201850544921 6.78462213143945 6.81247328460097 5.4059578020872 6.8812919574142 6.76702680860364
"ELOVL1" 7.88678644952637 8.298895132759 7.94171957767148 8.46380392519665 8.4500602306165 9.08248451636023 7.29659356917884 7.65337681958271 7.87317783619093 7.83638578705444 7.83094959633802 7.63509355964943 7.72604154203762 8.24983887008746 8.17113492143171 8.29277342267178 8.73809758200997
"ELOVL2" 4.42050481046654 3.98967488599762 4.00016643337623 4.65217967461292 4.65217967461292 4.56789887921658 5.26422829915618 3.66491781101018 4.51720810491618 4.5082664806423 4.82944767128761 4.93188768384237 7.31041403430381 4.45840061104856 4.14308968119696 6.78698612710143 3.91135475255509
"ELOVL4" 4.13984888466044 3.61105171756702 3.94325440015715 3.56580391837038 4.89765995309466 3.46027840811149 3.35482953363384 3.1892879298611 3.79305313594699 4.14748798680934 2.50416146426298 5.22874497471683 6.12624072738587 3.16442422185516 3.83492273698974 6.44890041635616 3.46567965142512
"ELOVL5" 9.15925897969256 10.021155725596 11.092503560418 8.92428744975122 8.2588237958174 8.95039308242092 8.87207801052529 8.75461598790677 9.15381975559445 9.23510638207367 9.16331398607639 9.41891602112432 9.19897153828656 9.13103197334039 9.45859213528118 9.35756492006181 9.14732154384926
"ELOVL6" 5.09327337038471 5.43729805079895 5.0009775528473 5.57875878146207 6.41026927840031 7.15161269596465 6.12303298910003 6.87071068374993 6.95754457029242 6.96998404030442 7.1251048193883 7.1814353709098 7.11077852100304 7.13369254303068 6.99635590765078 7.14877982511235 7.07318837773507
"ELP3" 7.46026276575951 7.63139773943787 7.36119746965812 7.55933765383854 6.81204732581163 7.82958519645338 6.7310617940318 7.49628892601444 7.93671704439195 7.39808969996365 7.7197707273187 8.03305964939388 7.33989797572108 7.58493782285801 7.66045290735719 7.50733422959941 7.75609321618438
"ELP4" 6.58935739685924 7.30174552514258 7.3942122069875 6.31285217054429 6.77387556640526 7.85687676149756 6.7606912487232 7.52634794896305 7.30077285583989 7.00408736008148 7.37238619711417 6.27678208249647 6.84175015058389 6.9789402898314 6.5464811667784 7.44832294372973 6.85767493110704
"ELTD1" 5.91697673618802 5.63004761545433 5.71830074876211 6.07159990337937 6.29262955010965 5.47567790695115 6.18209477818151 4.96917255669662 5.36704175604004 5.69830124729648 5.51183276544135 5.22611558583771 6.52387468533717 5.92512865221783 5.56654020809723 5.40480068060668 5.50066231714365
"EMCN" 5.25716187960796 5.30152296978562 5.11310153400555 5.41249316924898 5.43469836599573 4.95816728015513 4.89183785000345 8.77729238094179 5.50161044475715 6.17375684698601 3.7596048921699 4.64755113625159 6.34422529245638 5.69709289000116 6.29197941788915 5.08030200016765 6.12931556528069
"EMD" 8.24865689246404 8.45428697370854 8.1629805954607 9.03695312088587 9.27689227949301 9.56825897247097 8.74561183260844 8.71133743066065 9.23301621991307 8.82493676805653 7.99343849045967 8.61307005860492 8.68496935265358 8.5540292188002 9.14660114012235 9.12916673080973 8.81830943173312
"EMG1" 8.58903677731291 8.0704365392764 8.30715871892468 8.73563807769373 7.76616738556102 9.71706857046784 8.03662370020813 8.67925111036055 8.87799169822561 8.45092270550875 7.69285371988415 9.10035253141492 9.08406984944875 8.5472262634214 8.92124554303657 8.62226096487256 8.52811181505968
"EMID1" 6.27364047159727 5.73837172164298 6.11124089676014 6.46872416412898 6.17618140376704 6.38741324311682 5.99765941504086 6.56634443910747 6.5980558069099 5.14006310795832 5.28456582528067 5.81883190925753 5.94979162459731 6.16163979728987 6.17031306406101 5.49399395034552 6.24755215037833
"EMILIN1" 5.82016121812795 6.46562772468411 6.40687901450387 6.51704198913555 6.22336811583602 4.92990401397559 6.00333748870519 5.56405712489123 6.17009337157278 6.42793302318504 4.11331573107432 6.98726560754525 6.19971521878724 7.55630963209798 6.88571431968724 4.6098818936698 5.84386663307376
"EMILIN2" 7.04177540325695 7.24564505231342 6.11795594759985 6.74281679672408 8.02055443165157 5.72422588051972 6.37600772535034 6.71564197881476 7.47413903730542 7.76866001410066 7.49109394853948 6.22722107455049 7.65461826913635 5.60745001071315 5.78269402005898 7.89813811789308 7.74549747298792
"EML1" 5.38661692178998 4.93881327908097 5.22462740075199 6.42054815821082 6.94851015023618 7.17540012292616 6.74647312841423 6.65098608270667 6.79730984192759 6.69802007554512 5.65618838585304 6.23435507248014 6.3890320645223 7.82237661210343 6.07526337001917 6.44989622030419 6.01373455711409
"EML2" 6.99532297524054 6.78765490340272 6.63199768009795 7.29406894985042 7.81415165559843 7.56703746379877 6.91743152144094 7.91823603265103 6.54816470957234 6.54094124374975 6.64606937411571 7.02322738292796 6.87023809796448 7.04860757889651 6.86140998281663 6.76691517988701 6.90462366530974
"EML3" 7.74876468183394 7.66062724308647 7.16497362779578 7.69367811198755 8.02422863380747 7.35219467358562 7.35219467358562 7.41828056982361 7.80407818137178 6.96594175394933 7.86602716100846 7.79440255936615 7.61057596657758 7.7741947387351 6.6359462672216 7.2797244797557 8.15647395970282
"EML4" 8.15210715966629 7.33280226111272 7.26219532285516 7.09275613782223 8.51951084935694 7.74239851954891 7.43165877928438 7.19159259602695 7.90853657372335 7.45283661055725 8.30287461961536 7.60297843073213 7.2117160452303 7.62520329394808 6.82858488339723 7.15620940941635 7.85458185348118
"EMP1" 8.27681424648771 8.79315910775452 9.41099993209073 9.35566851646856 9.13434714418917 9.31878113341968 8.85770653984827 8.51653747216941 9.81065215633314 9.12027985078822 8.56599914307714 8.30424309807089 8.67098131918623 8.36072081082036 8.62422355591843 8.17114559756522 8.82234173359228
"EMP3" 7.89088134034898 8.68169530590222 8.13666494282691 9.44051599594167 9.84666282652017 8.28627710793145 6.66217466680288 7.10018522523249 8.86810687693215 8.93529299575563 8.72282335102005 8.59881702342228 9.22308955492342 9.0579911667977 9.60575744032137 8.77249299457088 9.29238918590617
"EMR1" 6.19839776150032 5.06699306555722 5.17984885296805 5.54143991339905 6.44805657393337 5.13469812931314 5.69983971449254 5.58668485177023 5.86789860295936 6.0745277216827 6.6315539982998 4.34470472120707 5.51512728117704 5.61474861568994 5.50934591304926 5.65180102087743 3.65228396567604
"EMR2" 7.41172557978288 6.53294981924998 6.69024802086683 5.68188945099079 6.45431891260824 5.53806225951795 7.28049141862261 7.51672848181625 6.03062974922108 6.43688834137869 7.01510749473095 5.91626547316553 7.24964832498483 4.78664449599587 6.63209840068086 5.58166790214893 4.54451895701644
"EMX2" 4.21468981861725 4.74788298798843 4.09443864543392 4.44433247053142 3.79960953892005 3.85178842481928 4.46823471872281 4.14275848336034 3.91600387527382 3.73928948097792 3.80829866896192 3.79704732612109 5.00654719139639 3.88868392827092 4.16717016364678 4.30339857621495 3.38877823003504
"EN2" 4.74758949663812 6.58203482014633 5.6717327303316 6.18257363816772 4.28663008953966 5.06596112322789 5.8951542273104 5.78342878969144 6.36339428538175 6.26492100302208 5.6958177768799 5.19621657659276 5.26895457814773 5.41395466590149 5.99043322664752 7.31305123511872 5.88721082667138
"ENAH" 6.78996567426547 7.61149397580656 7.41170127314994 8.26639453687334 7.26153866863145 6.48949353823425 7.97373391456208 6.97170729674354 7.55007221821422 8.13861111370217 8.11836511101762 8.97672532536691 8.26257131292382 9.60738604440743 7.73284883485511 7.14020550788151 9.29567710162508
"ENC1" 7.3293726194945 7.18099440697305 7.66874114675594 7.36117602050678 9.12398346726321 6.68339467589909 8.19949458676685 7.24457728264526 8.73350090777014 6.57147003650492 7.1299498693634 7.55240478833993 7.05309527909473 6.90613914395583 7.92039253934097 6.84676052693508 8.4885347343083
"ENDOD1" 7.66114633314159 7.94330255777824 7.45600582631646 7.34064066504907 8.28970527026799 8.18705489680884 7.13559856387885 7.76373744760974 8.26404244372684 7.53258300833737 7.11760873799164 7.82244535021472 8.08556656710989 8.43911767614629 7.97551054142197 8.37841748981745 7.51867480699768
"ENG" 8.08710165437335 7.31444590040014 6.60191924792742 8.01575492641389 8.80077575084531 6.72061410095655 6.61378750979429 7.20751710900025 7.37307310010792 7.3929563667251 7.38074623040186 7.36434081914595 7.39289474415183 7.38704739830343 7.39346631859642 7.40654069087756 7.37008521608188
"ENO1" 11.089870679518 10.2294421295574 10.2790815674895 10.8913082359583 11.6193753754024 11.3049811601055 9.3194043993598 9.74959931585715 9.98782924973246 10.7590148739658 10.9263629217269 11.3261294343681 10.0452068600404 11.7188485972177 11.0017981493618 10.8350929113443 11.5045873315746
"ENO2" 8.55346054339956 7.90559663565837 7.78075733789204 8.0070424443005 9.2016157858865 8.79551695016863 6.5573638860079 5.50257440357284 7.45046584880178 6.53509611048788 5.73224231483267 7.41310415786533 6.86695718107731 8.51900590960812 8.22287260879301 9.07582036988222 7.47969662083077
"ENO3" 6.83569543399018 5.97992650946533 5.44085874414981 6.84280201822685 5.88121413566911 7.5071347271787 5.99769316515049 6.16618564718811 6.13195577349369 6.00526993016418 6.2971962336159 6.87700704625127 6.58755081196477 6.73609417844885 5.81546910078318 5.81544426182691 6.19549867146368
"ENOPH1" 8.13037171584817 8.74451701010125 8.72089078715985 7.97688674329209 8.93353967977183 8.47283909734786 8.75633026035837 8.90991063871329 9.24873804561806 9.22462674258821 9.15724266663335 8.78299704217874 9.49917015240732 9.42023036494166 9.06031782054856 8.97374777780977 9.33956641997182
"ENOSF1" 8.06996208998137 8.0882000696632 7.70526635925484 7.34070442042411 7.35892904515936 7.39537943556052 8.87268194329819 8.45301776890607 8.42488744336975 8.20855645899145 9.51211934243105 8.33857118105347 8.3161760376827 8.36794679286933 8.27649315898899 8.31957046576369 7.28339625795447
"ENOX2" 6.49826054265474 5.82422825651423 5.68578458662608 6.01556085623534 6.6437185925859 6.89772155905291 7.65282778588643 7.00314989396465 6.97814040717669 7.20758103414777 7.015389637797 6.6532058642394 6.83785501184992 6.9721820625401 6.93402745873244 6.83740056998756 7.14121970053902
"ENPEP" 6.26255312243351 5.41709675220439 5.22143318102562 5.66517685697695 6.00014180032377 5.13698651860258 5.34214412314432 5.32018024809783 6.37138902768556 6.29505483912038 6.26505911264124 6.08673194101724 5.82025837755109 6.00693746257193 5.93667884691888 6.19463172234227 6.10335902534489
"ENPP1" 7.45045690513035 5.94834562360413 7.32198679046103 6.73521115638559 5.05468193053539 6.31406965824575 5.78393558959629 7.56060322216563 6.06518618425779 6.83717885724768 6.74593663599335 7.12691816917492 7.19055402873464 7.03869939384686 6.73044369249129 6.61755560382393 7.52216368899243
"ENPP2" 6.37896066644991 6.32694256204334 6.34523106617755 7.2737200233744 8.6864104219627 6.52322510346733 7.22247134664089 8.62178666557656 9.29607205765227 9.66634521005316 6.88716055815626 7.22305432569644 6.65080580501561 8.48870373684432 8.46519823453375 7.53705111644361 7.30782813939533
"ENPP4" 7.15675216186485 6.2697778654171 6.53102529717748 6.61820508131117 7.21506044923609 6.77815144130888 6.66181213446526 5.71991212705835 6.88295046611425 6.75507020314046 6.91364138017301 6.87978476771725 6.93309460659664 6.85288607609653 6.87205146927254 6.89251034485726 6.94856424378012
"ENSA" 7.82284807443176 8.11016783194795 8.41995693666012 9.05859370902382 7.62401484145917 8.56057910686637 7.70376498749441 8.48223507157083 8.51530921890707 8.71209791565532 8.18168118967409 8.6548108204038 8.48810157705721 8.94886669829094 8.50814338069677 8.51758042215291 8.76324742810085
"ENTPD1" 7.41953471212847 6.15071602347201 5.75278323494148 6.10245482768191 7.48002733525186 7.00833169626596 6.56119352031802 6.81492498156196 6.50443060358395 6.1715492147407 6.30714123652646 6.91419501424259 7.85679812849345 6.14815915278391 6.70302663254836 6.40659746862614 6.24910887208594
"ENTPD2" 5.64865646951296 5.85605214178256 5.33646103361612 5.43642299195697 5.51004620472278 5.48788931322554 5.571022189384 5.65678926754207 5.77329224414704 5.92860107418186 6.51990663156535 4.55525697693819 5.38035311932241 6.04769065599137 6.06246400582524 4.61801252186471 5.66050384208315
"ENTPD3" 4.65710617021641 5.76679999737444 6.56508961300185 7.15706088984851 5.81109392507353 5.67744237340176 5.65582707088182 7.43331678315856 5.85111619145852 4.31988398238784 6.22209340777674 6.13044999150372 5.7629468778496 4.96145611581291 5.89577759068899 6.19032045039012 4.91162901597948
"ENTPD4" 7.62139648927893 7.14968045876278 7.54685961845841 8.49219893289465 6.79033246449812 7.29854922287341 6.30819279252734 7.41026004729031 7.51904325130997 7.17280272334806 7.54093964310844 6.3992278622138 7.11367931495805 7.71178491109077 7.51043252798764 7.41926661484693 7.37886533532399
"ENTPD5" 7.27491834290241 5.74585230176405 6.12733695370207 7.94098568946542 6.4691467585549 7.86019672736102 6.912080964312 6.56975786886448 7.39954648768589 6.35008384159452 7.06162617991646 6.35446446208615 6.83092304876029 6.77832691223203 6.91202186269289 6.68710542803006 5.5326514392178
"ENTPD6" 7.89286167310888 8.10195774348791 7.69606016648141 8.74961171441285 8.78316950504038 8.56320320390367 8.2990503187832 8.55365342762796 8.03016152559164 8.9053347509192 8.50344141379189 8.42421391354072 9.46214396850407 8.86220635100156 8.59502213619245 8.81578694466289 8.27569436611087
"ENY2" 7.73572637088105 8.96175235127493 8.89031939740198 7.43824940599957 8.75936261168384 9.36656259544099 9.2474968907688 8.55698485241145 8.41917122800927 8.70639988141592 8.77036047908919 9.27469211812909 9.13900838078326 9.83545920207276 9.3848918984281 8.80858103582598 10.0095843523972
"EP400" 7.28899207158422 6.73202310962049 6.74889696909768 7.37340306198718 6.96828080790015 5.19790329516213 7.76175763925937 7.28899207158422 6.60002845506904 7.2868839075147 7.25817742731285 6.68917729669842 5.71673059463815 7.29718329176429 7.26905883902957 7.36548298794143 6.99651713321454
